Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,SE:A00002. Population Density (Per Sq. Mile),Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:,Less than High School,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty,At or Above Poverty Level,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
3756900,,Roanoke Rapids city,83,Halifax ,"14,562", ,"1,469.00",9.91, ,917,738,"1,533",639,"1,103","1,879","1,572","1,631","1,832","1,646",822,250,,"8,122","5,339",206,212,64,1,618, ,"13,865",697, ,"9,632","1,446","3,474","2,761","1,183",606,103,59, ,"9,632","1,446","6,235","1,951", ,"6,118",777,684,496,175,347,211,489,184,288,605,414,707,252,133,185,171, ,"$38,500 ", ,"$38,500 ","$60,307 ","$18,920 ", ,"$22,820 ", ,"6,118","2,905","3,213", ,"2,905","2,169",736, ,"2,905",73,143,"1,077",781,686,115,6,9,15, ,"3,729","1,206","2,523", ,"7,988","1,850","6,138", ,"2,631",538,"2,093",64,0.79652123,6.155040394,7.450791748,13.60583214
,,,,,, ,,, ,6.30%,5.10%,10.50%,4.40%,7.60%,12.90%,10.80%,11.20%,12.60%,11.30%,5.60%,1.70%,,55.80%,36.70%,1.40%,1.50%,0.40%,0.00%,4.20%, ,95.20%,4.80%, ,,15.00%,36.10%,28.70%,12.30%,6.30%,1.10%,0.60%, ,,15.00%,64.70%,20.30%, ,,12.70%,11.20%,8.10%,2.90%,5.70%,3.50%,8.00%,3.00%,4.70%,9.90%,6.80%,11.60%,4.10%,2.20%,3.00%,2.80%, ,, ,,,, ,, ,,47.50%,52.50%, ,,74.70%,25.30%, ,,2.50%,4.90%,37.10%,26.90%,23.60%,4.00%,0.20%,0.30%,0.50%, ,,32.30%,67.70%, ,,23.20%,76.80%, ,,20.50%,79.60%,,,,,
3757000,,Robbins town,125,Moore ,"1,615", ,"1,014.40",1.59, ,141,210,117,66,238,213,229,137,114,77,60,13,,"1,103",135,0,19,0,199,159, ,968,647, ,843,385,250,167,12,15,2,12, ,843,385,417,41, ,558,33,36,76,32,19,7,57,112,32,48,36,18,14,9,16,13, ,"$42,743 ", ,"$42,743 ","$51,103 ","$36,151 ", ,"$18,456 ", ,558,225,333, ,225,115,110, ,225,34,25,95,38,24,0,5,0,4, ,460,172,288, ,931,215,716, ,150,37,113,64,0.78441258,2.660416247,10.80023542,13.46065167
,,,,,, ,,, ,8.70%,13.00%,7.20%,4.10%,14.70%,13.20%,14.20%,8.50%,7.10%,4.80%,3.70%,0.80%,,68.30%,8.40%,0.00%,1.20%,0.00%,12.30%,9.90%, ,59.90%,40.10%, ,,45.70%,29.70%,19.80%,1.40%,1.80%,0.20%,1.40%, ,,45.70%,49.50%,4.90%, ,,5.90%,6.50%,13.60%,5.70%,3.40%,1.30%,10.20%,20.10%,5.70%,8.60%,6.50%,3.20%,2.50%,1.60%,2.90%,2.30%, ,, ,,,, ,, ,,40.30%,59.70%, ,,51.10%,48.90%, ,,15.10%,11.10%,42.20%,16.90%,10.70%,0.00%,2.20%,0.00%,1.80%, ,,37.40%,62.60%, ,,23.10%,76.90%, ,,24.70%,75.30%,,,,,
3757020,,Robbinsville town,75,Graham ,854, ,"1,286.00",0.66, ,90,21,56,15,92,65,62,150,106,66,43,88,,615,13,15,0,1,210,0, ,590,264, ,580,264,125,153,28,4,6,0, ,580,264,278,38, ,387,125,57,37,42,0,10,7,7,34,29,16,21,2,0,0,0, ,"$16,150 ", ,"$16,150 ",,"$13,488 ", ,"$13,507 ", ,387,115,272, ,115,101,14, ,115,61,9,29,11,3,2,0,0,0, ,182,73,109, ,461,217,244, ,110,48,62,49,0.83376938,5.007288275,11.8139819,16.82127017
,,,,,, ,,, ,10.50%,2.50%,6.60%,1.80%,10.80%,7.60%,7.30%,17.60%,12.40%,7.70%,5.00%,10.30%,,72.00%,1.50%,1.80%,0.00%,0.10%,24.60%,0.00%, ,69.10%,30.90%, ,,45.50%,21.60%,26.40%,4.80%,0.70%,1.00%,0.00%, ,,45.50%,47.90%,6.60%, ,,32.30%,14.70%,9.60%,10.90%,0.00%,2.60%,1.80%,1.80%,8.80%,7.50%,4.10%,5.40%,0.50%,0.00%,0.00%,0.00%, ,, ,,,, ,, ,,29.70%,70.30%, ,,87.80%,12.20%, ,,53.00%,7.80%,25.20%,9.60%,2.60%,1.70%,0.00%,0.00%,0.00%, ,,40.10%,59.90%, ,,47.10%,52.90%, ,,43.60%,56.40%,,,,,
3757039,,Roberdel CDP,153,Richmond ,369, ,559,0.66, ,25,0,0,0,105,0,49,96,72,22,0,0,,273,0,96,0,0,0,0, ,369,0, ,239,70,45,97,27,0,0,0, ,239,70,142,27, ,153,0,22,0,20,0,0,0,48,0,0,49,14,0,0,0,0, ,, ,,,, ,"$19,966 ", ,153,153,0, ,153,153,0, ,153,0,48,42,63,0,0,0,0,0, ,25,0,25, ,322,85,237, ,22,0,22,N/A,0.70252653,0.244497729,10.59423397,10.8387317
,,,,,, ,,, ,6.80%,0.00%,0.00%,0.00%,28.50%,0.00%,13.30%,26.00%,19.50%,6.00%,0.00%,0.00%,,74.00%,0.00%,26.00%,0.00%,0.00%,0.00%,0.00%, ,100.00%,0.00%, ,,29.30%,18.80%,40.60%,11.30%,0.00%,0.00%,0.00%, ,,29.30%,59.40%,11.30%, ,,0.00%,14.40%,0.00%,13.10%,0.00%,0.00%,0.00%,31.40%,0.00%,0.00%,32.00%,9.20%,0.00%,0.00%,0.00%,0.00%, ,, ,,,, ,, ,,100.00%,0.00%, ,,100.00%,0.00%, ,,0.00%,31.40%,27.50%,41.20%,0.00%,0.00%,0.00%,0.00%,0.00%, ,,0.00%,100.00%, ,,26.40%,73.60%, ,,0.00%,100.00%,,,,,
3757100,,Robersonville town,117,Martin ,"1,601", ,"1,321.00",1.21, ,87,72,38,79,79,245,107,148,283,310,119,34,,461,"1,070",0,25,0,0,45, ,"1,572",29, ,"1,246",170,558,362,122,8,0,26, ,"1,246",170,920,156, ,721,36,43,50,79,61,50,28,34,20,77,125,62,39,6,0,11, ,"$41,776 ", ,"$41,776 ","$58,250 ","$26,250 ", ,"$22,841 ", ,721,477,244, ,477,150,327, ,477,0,46,265,60,68,17,19,0,2, ,274,91,183, ,862,164,698, ,463,8,455,56,0.78670001,0,0.028279567,0.028279567
,,,,,, ,,, ,5.40%,4.50%,2.40%,4.90%,4.90%,15.30%,6.70%,9.20%,17.70%,19.40%,7.40%,2.10%,,28.80%,66.80%,0.00%,1.60%,0.00%,0.00%,2.80%, ,98.20%,1.80%, ,,13.60%,44.80%,29.10%,9.80%,0.60%,0.00%,2.10%, ,,13.60%,73.80%,12.50%, ,,5.00%,6.00%,6.90%,11.00%,8.50%,6.90%,3.90%,4.70%,2.80%,10.70%,17.30%,8.60%,5.40%,0.80%,0.00%,1.50%, ,, ,,,, ,, ,,66.20%,33.80%, ,,31.50%,68.60%, ,,0.00%,9.60%,55.60%,12.60%,14.30%,3.60%,4.00%,0.00%,0.40%, ,,33.20%,66.80%, ,,19.00%,81.00%, ,,1.70%,98.30%,,,,,
3757200,,Rockfish CDP,93,Hoke ,"3,700", ,746.9,4.95, ,178,158,225,196,330,651,611,531,393,252,175,0,,"2,128",802,93,158,0,192,327, ,"3,330",370, ,"2,613",148,889,"1,170",393,0,0,13, ,"2,613",148,"2,059",406, ,"1,440",58,70,13,49,0,80,17,66,58,262,177,249,185,13,143,0, ,"$63,882 ", ,"$63,882 ","$75,368 ","$50,810 ", ,"$29,750 ", ,"1,440","1,127",313, ,"1,127",795,332, ,"1,127",39,14,127,423,458,53,13,0,0, ,753,63,690, ,"2,516",167,"2,349", ,427,31,396,6,0.49934786,0.63136211,7.506080844,8.137442954
,,,,,, ,,, ,4.80%,4.30%,6.10%,5.30%,8.90%,17.60%,16.50%,14.40%,10.60%,6.80%,4.70%,0.00%,,57.50%,21.70%,2.50%,4.30%,0.00%,5.20%,8.80%, ,90.00%,10.00%, ,,5.70%,34.00%,44.80%,15.00%,0.00%,0.00%,0.50%, ,,5.70%,78.80%,15.50%, ,,4.00%,4.90%,0.90%,3.40%,0.00%,5.60%,1.20%,4.60%,4.00%,18.20%,12.30%,17.30%,12.90%,0.90%,9.90%,0.00%, ,, ,,,, ,, ,,78.30%,21.70%, ,,70.50%,29.50%, ,,3.50%,1.20%,11.30%,37.50%,40.60%,4.70%,1.20%,0.00%,0.00%, ,,8.40%,91.60%, ,,6.60%,93.40%, ,,7.30%,92.70%,,,,,
3757260,,Rockingham city,153,Richmond ,"8,771", ,"1,147.60",7.64, ,525,292,784,292,803,"1,103",893,"1,070","1,219",942,641,207,,"5,392","3,026",84,93,0,21,155, ,"8,334",437, ,"6,075",699,"1,819","2,398",889,233,21,16, ,"6,075",699,"4,217","1,159", ,"3,830",585,459,293,161,279,126,235,122,131,215,276,471,341,44,42,50, ,"$35,909 ", ,"$35,909 ","$53,013 ","$14,981 ", ,"$22,407 ", ,"3,830","2,045","1,785", ,"2,045","1,695",350, ,"2,045",122,143,750,486,471,71,2,0,0, ,"1,848",868,980, ,"4,972","1,118","3,854", ,"1,724",297,"1,427",75,0.75250939,1.002055005,10.38150153,11.38355653
,,,,,, ,,, ,6.00%,3.30%,8.90%,3.30%,9.20%,12.60%,10.20%,12.20%,13.90%,10.70%,7.30%,2.40%,,61.50%,34.50%,1.00%,1.10%,0.00%,0.20%,1.80%, ,95.00%,5.00%, ,,11.50%,29.90%,39.50%,14.60%,3.80%,0.40%,0.30%, ,,11.50%,69.40%,19.10%, ,,15.30%,12.00%,7.70%,4.20%,7.30%,3.30%,6.10%,3.20%,3.40%,5.60%,7.20%,12.30%,8.90%,1.20%,1.10%,1.30%, ,, ,,,, ,, ,,53.40%,46.60%, ,,82.90%,17.10%, ,,6.00%,7.00%,36.70%,23.80%,23.00%,3.50%,0.10%,0.00%,0.00%, ,,47.00%,53.00%, ,,22.50%,77.50%, ,,17.20%,82.80%,,,,,
3757340,,Rockwell town,159,Rowan ,"2,090", ,"1,230.50",1.7, ,143,136,136,57,134,236,318,259,263,160,216,32,,"1,853",61,23,0,0,41,112, ,"2,030",60, ,"1,484",202,413,472,366,22,9,0, ,"1,484",202,885,397, ,815,19,0,26,73,48,139,32,10,62,82,123,98,35,29,39,0, ,"$49,750 ", ,"$49,750 ","$64,250 ","$31,462 ", ,"$24,132 ", ,815,485,330, ,485,473,12, ,485,20,5,71,208,174,7,0,0,0, ,467,18,449, ,"1,210",113,"1,097", ,408,48,360,71,0.61408753,0,3.630578881,3.630578881
,,,,,, ,,, ,6.80%,6.50%,6.50%,2.70%,6.40%,11.30%,15.20%,12.40%,12.60%,7.70%,10.30%,1.50%,,88.70%,2.90%,1.10%,0.00%,0.00%,2.00%,5.40%, ,97.10%,2.90%, ,,13.60%,27.80%,31.80%,24.70%,1.50%,0.60%,0.00%, ,,13.60%,59.60%,26.80%, ,,2.30%,0.00%,3.20%,9.00%,5.90%,17.10%,3.90%,1.20%,7.60%,10.10%,15.10%,12.00%,4.30%,3.60%,4.80%,0.00%, ,, ,,,, ,, ,,59.50%,40.50%, ,,97.50%,2.50%, ,,4.10%,1.00%,14.60%,42.90%,35.90%,1.40%,0.00%,0.00%,0.00%, ,,3.90%,96.20%, ,,9.30%,90.70%, ,,11.80%,88.20%,,,,,
3757500,,Rocky Mount city,"127, 65","Nash, Edgecombe ","54,330", ,"1,207.80",44.98, ,"2,723","3,341","3,731","1,973","5,134","6,340","6,481","6,955","7,484","5,953","2,587","1,628",,"17,042","34,312",146,796,12,998,"1,024", ,"52,304","2,026", ,"37,428","5,530","13,066","10,926","5,133","2,377",283,113, ,"37,428","5,530","23,992","7,906", ,"22,475","2,315","1,865","1,268","1,102","1,012","1,584","1,528",727,"1,664","1,786","2,237","2,166","1,218",796,516,691, ,"$42,691 ", ,"$42,691 ","$58,929 ","$31,845 ", ,"$24,544 ", ,"22,475","11,450","11,025", ,"11,450","5,525","5,925", ,"11,450",784,945,"3,332","3,169","2,444",574,145,12,45, ,"11,670","3,359","8,311", ,"31,797","5,823","25,974", ,"9,833","1,344","8,489",N/A,0.71549281,5.064848426,17.77987241,22.84472084
,,,,,, ,,, ,5.00%,6.20%,6.90%,3.60%,9.50%,11.70%,11.90%,12.80%,13.80%,11.00%,4.80%,3.00%,,31.40%,63.20%,0.30%,1.50%,0.00%,1.80%,1.90%, ,96.30%,3.70%, ,,14.80%,34.90%,29.20%,13.70%,6.40%,0.80%,0.30%, ,,14.80%,64.10%,21.10%, ,,10.30%,8.30%,5.60%,4.90%,4.50%,7.10%,6.80%,3.20%,7.40%,8.00%,10.00%,9.60%,5.40%,3.50%,2.30%,3.10%, ,, ,,,, ,, ,,51.00%,49.10%, ,,48.30%,51.80%, ,,6.90%,8.30%,29.10%,27.70%,21.30%,5.00%,1.30%,0.10%,0.40%, ,,28.80%,71.20%, ,,18.30%,81.70%, ,,13.70%,86.30%,,,,,
3757540,,Rocky Point CDP,141,Pender ,"1,644", ,238.4,6.9, ,78,193,153,40,58,178,206,298,214,60,166,0,,937,151,0,0,0,556,0, ,"1,036",608, ,"1,122",406,228,326,116,46,0,0, ,"1,122",406,554,162, ,627,48,52,50,105,23,40,21,32,53,18,48,55,5,5,17,55, ,"$32,219 ", ,"$32,219 ","$45,833 ","$21,082 ", ,"$24,447 ", ,627,466,161, ,466,368,98, ,466,5,39,83,55,236,48,0,0,0, ,464,128,336, ,954,224,730, ,226,11,215,N/A,0.69934914,0,0.063900948,0.063900948
,,,,,, ,,, ,4.70%,11.70%,9.30%,2.40%,3.50%,10.80%,12.50%,18.10%,13.00%,3.70%,10.10%,0.00%,,57.00%,9.20%,0.00%,0.00%,0.00%,33.80%,0.00%, ,63.00%,37.00%, ,,36.20%,20.30%,29.10%,10.30%,4.10%,0.00%,0.00%, ,,36.20%,49.40%,14.40%, ,,7.70%,8.30%,8.00%,16.80%,3.70%,6.40%,3.40%,5.10%,8.50%,2.90%,7.70%,8.80%,0.80%,0.80%,2.70%,8.80%, ,, ,,,, ,, ,,74.30%,25.70%, ,,79.00%,21.00%, ,,1.10%,8.40%,17.80%,11.80%,50.60%,10.30%,0.00%,0.00%,0.00%, ,,27.60%,72.40%, ,,23.50%,76.50%, ,,4.90%,95.10%,,,,,
3757580,,Rodanthe CDP,55,Dare ,178, ,186.2,0.96, ,0,0,0,0,0,35,0,32,74,37,0,0,,99,52,0,0,0,0,27, ,126,52, ,178,0,22,58,78,0,20,0, ,178,0,80,98, ,110,0,0,0,0,37,0,0,0,0,26,27,0,0,0,20,0, ,"$55,000 ", ,"$55,000 ","$50,625 ",, ,"$42,260 ", ,110,83,27, ,83,63,20, ,83,0,0,0,0,18,57,0,8,0, ,0,0,0, ,141,0,141, ,37,0,37,N/A,0.60483456,0.237461905,96.87953065,97.11699256
,,,,,, ,,, ,0.00%,0.00%,0.00%,0.00%,0.00%,19.70%,0.00%,18.00%,41.60%,20.80%,0.00%,0.00%,,55.60%,29.20%,0.00%,0.00%,0.00%,0.00%,15.20%, ,70.80%,29.20%, ,,0.00%,12.40%,32.60%,43.80%,0.00%,11.20%,0.00%, ,,0.00%,44.90%,55.10%, ,,0.00%,0.00%,0.00%,0.00%,33.60%,0.00%,0.00%,0.00%,0.00%,23.60%,24.60%,0.00%,0.00%,0.00%,18.20%,0.00%, ,, ,,,, ,, ,,75.50%,24.60%, ,,75.90%,24.10%, ,,0.00%,0.00%,0.00%,0.00%,21.70%,68.70%,0.00%,9.60%,0.00%, ,,,, ,,0.00%,100.00%, ,,0.00%,100.00%,,,,,
3757640,,Rolesville town,183,Wake ,"8,002", ,"1,640.90",4.88, ,932,626,"1,051",268,226,387,"1,929","1,174",298,721,375,15,,"4,850","2,203",0,188,0,325,436, ,"7,534",468, ,"4,899",144,601,"1,094","1,808","1,154",73,25, ,"4,899",144,"1,695","3,060", ,"2,595",0,8,6,150,106,35,130,71,74,50,87,343,221,354,406,554, ,"$126,793 ", ,"$126,793 ","$137,478 ","$35,700 ", ,"$42,578 ", ,"2,595","2,259",336, ,"2,259","1,307",952, ,"2,259",0,0,4,27,832,"1,176",220,0,0, ,"2,877",34,"2,843", ,"4,014",40,"3,974", ,"1,111",0,"1,111",89,0.22258361,0.172801586,1.610508764,1.78331035
,,,,,, ,,, ,11.70%,7.80%,13.10%,3.40%,2.80%,4.80%,24.10%,14.70%,3.70%,9.00%,4.70%,0.20%,,60.60%,27.50%,0.00%,2.40%,0.00%,4.10%,5.50%, ,94.20%,5.90%, ,,2.90%,12.30%,22.30%,36.90%,23.60%,1.50%,0.50%, ,,2.90%,34.60%,62.50%, ,,0.00%,0.30%,0.20%,5.80%,4.10%,1.40%,5.00%,2.70%,2.90%,1.90%,3.40%,13.20%,8.50%,13.60%,15.70%,21.40%, ,, ,,,, ,, ,,87.10%,13.00%, ,,57.90%,42.10%, ,,0.00%,0.00%,0.20%,1.20%,36.80%,52.10%,9.70%,0.00%,0.00%, ,,1.20%,98.80%, ,,1.00%,99.00%, ,,0.00%,100.00%,,,,,
3757700,,Ronda town,193,Wilkes ,824, ,760.1,1.08, ,116,72,72,51,77,192,45,77,42,56,22,2,,819,0,0,0,0,0,5, ,727,97, ,436,158,108,124,36,6,0,4, ,436,158,232,46, ,238,6,20,45,7,12,8,11,29,8,11,15,21,7,34,4,0, ,"$41,250 ", ,"$41,250 ","$62,500 ","$18,750 ", ,"$15,926 ", ,238,138,100, ,138,138,0, ,138,5,37,49,16,29,1,0,0,1, ,311,116,195, ,433,120,313, ,80,5,75,58,0.5127,2.261300019,10.48429338,12.7455934
,,,,,, ,,, ,14.10%,8.70%,8.70%,6.20%,9.30%,23.30%,5.50%,9.30%,5.10%,6.80%,2.70%,0.20%,,99.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%, ,88.20%,11.80%, ,,36.20%,24.80%,28.40%,8.30%,1.40%,0.00%,0.90%, ,,36.20%,53.20%,10.60%, ,,2.50%,8.40%,18.90%,2.90%,5.00%,3.40%,4.60%,12.20%,3.40%,4.60%,6.30%,8.80%,2.90%,14.30%,1.70%,0.00%, ,, ,,,, ,, ,,58.00%,42.00%, ,,100.00%,0.00%, ,,3.60%,26.80%,35.50%,11.60%,21.00%,0.70%,0.00%,0.00%,0.70%, ,,37.30%,62.70%, ,,27.70%,72.30%, ,,6.30%,93.80%,,,,,
3757740,,Roper town,187,Washington ,757, ,883.9,0.86, ,74,75,54,56,50,41,92,127,41,56,78,13,,91,515,0,0,0,151,0, ,606,151, ,448,112,147,127,53,9,0,0, ,448,112,274,62, ,328,90,14,70,15,34,53,2,5,3,23,12,0,0,3,4,0, ,"$19,609 ", ,"$19,609 ","$29,803 ","$9,806 ", ,"$11,409 ", ,328,155,173, ,155,45,110, ,155,3,37,65,26,24,0,0,0,0, ,259,194,65, ,351,183,168, ,147,10,137,4,0.79129999,7.736042357,25.31050268,33.04654504
,,,,,, ,,, ,9.80%,9.90%,7.10%,7.40%,6.60%,5.40%,12.20%,16.80%,5.40%,7.40%,10.30%,1.70%,,12.00%,68.00%,0.00%,0.00%,0.00%,20.00%,0.00%, ,80.10%,20.00%, ,,25.00%,32.80%,28.40%,11.80%,2.00%,0.00%,0.00%, ,,25.00%,61.20%,13.80%, ,,27.40%,4.30%,21.30%,4.60%,10.40%,16.20%,0.60%,1.50%,0.90%,7.00%,3.70%,0.00%,0.00%,0.90%,1.20%,0.00%, ,, ,,,, ,, ,,47.30%,52.70%, ,,29.00%,71.00%, ,,1.90%,23.90%,41.90%,16.80%,15.50%,0.00%,0.00%,0.00%,0.00%, ,,74.90%,25.10%, ,,52.10%,47.90%, ,,6.80%,93.20%,,,,,
3757800,,Roseboro town,163,Sampson ,"1,048", ,724.5,1.45, ,82,44,43,22,84,185,102,102,156,98,65,65,,672,300,4,0,0,72,0, ,902,146, ,773,166,260,226,94,17,3,7, ,773,166,486,121, ,450,79,30,27,34,30,26,21,3,34,37,37,56,23,4,9,0, ,"$34,821 ", ,"$34,821 ","$46,250 ","$28,462 ", ,"$20,913 ", ,450,210,240, ,210,155,55, ,210,6,11,113,37,36,4,0,0,3, ,181,46,135, ,629,129,500, ,228,75,153,46,0.5187,N/A,N/A,N/A
,,,,,, ,,, ,7.80%,4.20%,4.10%,2.10%,8.00%,17.70%,9.70%,9.70%,14.90%,9.40%,6.20%,6.20%,,64.10%,28.60%,0.40%,0.00%,0.00%,6.90%,0.00%, ,86.10%,13.90%, ,,21.50%,33.60%,29.20%,12.20%,2.20%,0.40%,0.90%, ,,21.50%,62.90%,15.70%, ,,17.60%,6.70%,6.00%,7.60%,6.70%,5.80%,4.70%,0.70%,7.60%,8.20%,8.20%,12.40%,5.10%,0.90%,2.00%,0.00%, ,, ,,,, ,, ,,46.70%,53.30%, ,,73.80%,26.20%, ,,2.90%,5.20%,53.80%,17.60%,17.10%,1.90%,0.00%,0.00%,1.40%, ,,25.40%,74.60%, ,,20.50%,79.50%, ,,32.90%,67.10%,,,,,
3757860,,Rose Hill town,61,Duplin ,"2,014", ,"1,395.50",1.44, ,76,305,180,79,107,294,241,205,234,179,47,67,,"1,193",682,19,10,0,86,24, ,"1,654",360, ,"1,267",240,389,499,107,19,13,0, ,"1,267",240,888,139, ,703,43,115,29,11,60,46,79,35,23,32,123,57,43,0,7,0, ,"$38,359 ", ,"$38,359 ","$48,214 ","$18,523 ", ,"$17,678 ", ,703,440,263, ,440,294,146, ,440,37,33,196,59,100,15,0,0,0, ,637,103,534, ,"1,081",172,909, ,293,35,258,55,0.9699,N/A,N/A,N/A
,,,,,, ,,, ,3.80%,15.10%,8.90%,3.90%,5.30%,14.60%,12.00%,10.20%,11.60%,8.90%,2.30%,3.30%,,59.20%,33.90%,0.90%,0.50%,0.00%,4.30%,1.20%, ,82.10%,17.90%, ,,18.90%,30.70%,39.40%,8.50%,1.50%,1.00%,0.00%, ,,18.90%,70.10%,11.00%, ,,6.10%,16.40%,4.10%,1.60%,8.50%,6.50%,11.20%,5.00%,3.30%,4.60%,17.50%,8.10%,6.10%,0.00%,1.00%,0.00%, ,, ,,,, ,, ,,62.60%,37.40%, ,,66.80%,33.20%, ,,8.40%,7.50%,44.60%,13.40%,22.70%,3.40%,0.00%,0.00%,0.00%, ,,16.20%,83.80%, ,,15.90%,84.10%, ,,12.00%,88.10%,,,,,
3758020,,Rosman town,175,Transylvania,842, ,"1,542.20",0.55, ,32,87,50,39,18,150,114,84,40,170,42,16,,816,0,0,0,0,24,2, ,740,102, ,616,113,204,280,19,0,0,0, ,616,113,484,19, ,438,58,35,29,31,29,22,0,37,140,0,33,18,0,6,0,0, ,"$43,281 ", ,"$43,281 ","$31,607 ","$45,108 ", ,"$19,988 ", ,438,117,321, ,117,106,11, ,117,19,14,24,32,17,11,0,0,0, ,208,111,97, ,406,99,307, ,228,35,193,5,0.53220001,8.806909802,19.98563718,28.79254698
,,,,,, ,,, ,3.80%,10.30%,5.90%,4.60%,2.10%,17.80%,13.50%,10.00%,4.80%,20.20%,5.00%,1.90%,,96.90%,0.00%,0.00%,0.00%,0.00%,2.90%,0.20%, ,87.90%,12.10%, ,,18.30%,33.10%,45.50%,3.10%,0.00%,0.00%,0.00%, ,,18.30%,78.60%,3.10%, ,,13.20%,8.00%,6.60%,7.10%,6.60%,5.00%,0.00%,8.50%,32.00%,0.00%,7.50%,4.10%,0.00%,1.40%,0.00%,0.00%, ,, ,,,, ,, ,,26.70%,73.30%, ,,90.60%,9.40%, ,,16.20%,12.00%,20.50%,27.40%,14.50%,9.40%,0.00%,0.00%,0.00%, ,,53.40%,46.60%, ,,24.40%,75.60%, ,,15.40%,84.70%,,,,,
3758040,,Rougemont CDP,"63, 145","Durham, Person ",750, ,118.8,6.31, ,59,49,64,23,7,11,68,135,138,127,56,13,,472,278,0,0,0,0,0, ,750,0, ,548,56,209,167,116,0,0,0, ,548,56,376,116, ,294,0,28,0,0,73,25,16,0,0,13,11,60,51,10,7,0, ,, ,,,, ,"$27,135 ", ,294,294,0, ,294,229,65, ,294,0,73,13,64,90,54,0,0,0, ,195,0,195, ,359,0,359, ,196,0,196,N/A,0.31411532,0,2.447886422,2.447886422
,,,,,, ,,, ,7.90%,6.50%,8.50%,3.10%,0.90%,1.50%,9.10%,18.00%,18.40%,16.90%,7.50%,1.70%,,62.90%,37.10%,0.00%,0.00%,0.00%,0.00%,0.00%, ,100.00%,0.00%, ,,10.20%,38.10%,30.50%,21.20%,0.00%,0.00%,0.00%, ,,10.20%,68.60%,21.20%, ,,0.00%,9.50%,0.00%,0.00%,24.80%,8.50%,5.40%,0.00%,0.00%,4.40%,3.70%,20.40%,17.40%,3.40%,2.40%,0.00%, ,, ,,,, ,, ,,100.00%,0.00%, ,,77.90%,22.10%, ,,0.00%,24.80%,4.40%,21.80%,30.60%,18.40%,0.00%,0.00%,0.00%, ,,0.00%,100.00%, ,,0.00%,100.00%, ,,0.00%,100.00%,,,,,
